scenario,OR,LCL,UCL
S0,3.8073606193082097,1.8561415564445671,7.809746425389032
S2,0.674708289390334,0.34915069215100675,1.3038246407804468
S3,5.944927108700555,2.8125997811318584,12.565654937774402
S4,2.532090809425511,1.2590558485924488,5.092295051363134
