scenario,OR,LCL,UCL
S2,0.23522257500034366,0.12674318770337703,0.43654937825362955
S3,0.12714927744993548,0.06790941903169588,0.2380662209537524
S4,1.053225594392847,0.5603692758439844,1.9795591951636688
S5,0.4603163463226042,0.24851777930214689,0.8526196366585723
